Geographic Area Name (NAME),Population Universe (POPUNI),"Estimate, 0 components of social vulnerability (PRED0_E)","Margin of error, 0 components of social vulnerability (PRED0_M)","Percent, 0 components of social vulnerability (PRED0_PE)","Percent margin of error, 0 components of social vulnerability (PRED0_PM)","Estimate, 1-2 components of social vulnerability (PRED12_E)","Margin of error, 1-2 components of social vulnerability (PRED12_M)","Percent, 1-2 components of social vulnerability (PRED12_PE)","Percent margin of error, 1-2 components of social vulnerability (PRED12_PM)","Estimate, 3+ components of social vulnerability (PRED3_E)","Margin of error, 3+ components of social vulnerability (PRED3_M)","Percent, 3+ components of social vulnerability (PRED3_PE)","Percent margin of error, 3+ components of social vulnerability (PRED3_PM)"
"Johnston County, Oklahoma","9,831","2,447",500,24.89%,5.09%,"4,393",554,44.69%,5.64%,"2,991",479,30.42%,4.87%
"Tripp County, South Dakota","5,526","1,770",499,32.03%,9.03%,"2,151",524,38.93%,9.48%,"1,605",456,29.04%,8.25%
"Roberts County, South Dakota","10,123","2,602",498,25.70%,4.92%,"4,816",567,47.57%,5.60%,"2,705",518,26.72%,5.12%
"Bailey County, Texas","6,588","1,419",497,21.54%,7.54%,"3,054",600,46.36%,9.11%,"2,115",535,32.10%,8.12%
"Johnson County, Georgia","7,579","2,034",495,26.84%,6.53%,"3,139",532,41.42%,7.02%,"2,406",469,31.75%,6.19%
"Lander County, Nevada","5,769","1,762",494,30.54%,8.56%,"2,332",529,40.42%,9.17%,"1,675",419,29.03%,7.26%
"Schoolcraft County, Michigan","8,132","2,909",493,35.77%,6.06%,"3,352",518,41.22%,6.37%,"1,871",450,23.01%,5.53%
"Roosevelt County, Montana","10,213","2,479",493,24.27%,4.83%,"4,423",652,43.31%,6.38%,"3,311",617,32.42%,6.04%
"Pierce County, Nebraska","7,293","3,398",493,46.59%,6.76%,"2,726",496,37.38%,6.80%,"1,169",387,16.03%,5.31%
"Swisher County, Texas","6,318","1,462",493,23.14%,7.80%,"3,207",583,50.76%,9.23%,"1,649",521,26.10%,8.25%
"Wallowa County, Oregon","7,674","1,827",491,23.81%,6.40%,"3,660",558,47.69%,7.27%,"2,187",474,28.50%,6.18%
"Carson County, Texas","5,863","1,801",491,30.72%,8.37%,"2,966",537,50.59%,9.16%,"1,096",454,18.69%,7.74%
"Crane County, Texas","4,561",694,491,15.22%,10.77%,"2,494",588,54.68%,12.89%,"1,373",525,30.10%,11.51%
"Van Buren County, Iowa","7,264","2,393",488,32.94%,6.72%,"2,999",495,41.29%,6.81%,"1,872",394,25.77%,5.42%
"Woods County, Oklahoma","7,661","2,383",488,31.11%,6.37%,"3,868",534,50.49%,6.97%,"1,410",456,18.40%,5.95%
"Stanton County, Nebraska","5,856","2,000",487,34.15%,8.32%,"2,736",491,46.72%,8.38%,"1,120",381,19.13%,6.51%
"Doniphan County, Kansas","7,177","2,401",486,33.45%,6.77%,"3,305",491,46.05%,6.84%,"1,471",388,20.50%,5.41%
"Howard County, Nebraska","6,527","3,078",486,47.16%,7.45%,"2,360",492,36.16%,7.54%,"1,089",396,16.68%,6.07%
"Baraga County, Michigan","7,477","2,230",482,29.82%,6.45%,"3,232",505,43.23%,6.75%,"2,015",435,26.95%,5.82%
"Kiowa County, Oklahoma","8,386","2,195",481,26.17%,5.74%,"3,703",540,44.16%,6.44%,"2,488",475,29.67%,5.66%
"Presidio County, Texas","5,749",858,481,14.92%,8.37%,"2,324",607,40.42%,10.56%,"2,567",562,44.65%,9.78%
"Bland County, Virginia","5,542","1,792",481,32.33%,8.68%,"2,446",511,44.14%,9.22%,"1,304",440,23.53%,7.94%
"Pawnee County, Kansas","5,478","2,439",480,44.52%,8.76%,"1,863",497,34.01%,9.07%,"1,176",416,21.47%,7.59%
"Lyon County, Kentucky","7,475","1,920",480,25.69%,6.42%,"3,540",516,47.36%,6.90%,"2,015",467,26.96%,6.25%
"Bear Lake County, Idaho","6,766","2,403",479,35.52%,7.08%,"3,272",508,48.36%,7.51%,"1,091",398,16.12%,5.88%
"Elliott County, Kentucky","6,199","2,014",479,32.49%,7.73%,"2,204",501,35.55%,8.08%,"1,981",435,31.96%,7.02%
"Alcona County, Michigan","10,484","2,579",478,24.60%,4.56%,"4,966",510,47.37%,4.86%,"2,939",451,28.03%,4.30%
"Harney County, Oregon","7,399","1,723",478,23.29%,6.46%,"3,828",537,51.74%,7.26%,"1,848",451,24.98%,6.10%
"Walworth County, South Dakota","5,249","1,763",478,33.59%,9.11%,"2,126",510,40.50%,9.72%,"1,360",443,25.91%,8.44%
"Oneida County, Idaho","4,953","1,856",477,37.47%,9.63%,"2,479",504,50.05%,10.18%,618,391,12.48%,7.89%
"Alger County, Michigan","7,930","2,152",475,27.14%,5.99%,"3,703",497,46.70%,6.27%,"2,075",431,26.17%,5.44%
"Martin County, Texas","5,204","1,313",475,25.23%,9.13%,"2,482",543,47.69%,10.43%,"1,409",467,27.08%,8.97%
"Refugio County, Texas","6,639","1,516",475,22.83%,7.15%,"3,082",567,46.42%,8.54%,"2,041",518,30.74%,7.80%
"Lee County, Arkansas","6,555","1,036",474,15.80%,7.23%,"2,716",564,41.43%,8.60%,"2,803",543,42.76%,8.28%
"Custer County, Idaho","4,523",959,474,21.20%,10.48%,"2,059",522,45.52%,11.54%,"1,505",441,33.27%,9.75%
"Norton County, Kansas","4,465","1,541",474,34.51%,10.62%,"1,835",481,41.10%,10.77%,"1,089",392,24.39%,8.78%
"Clark County, Missouri","6,636","2,312",474,34.84%,7.14%,"2,778",479,41.86%,7.22%,"1,546",380,23.30%,5.73%
"Chugach Census Area, Alaska","6,733","2,142",473,31.81%,7.03%,"3,518",523,52.25%,7.77%,"1,073",419,15.94%,6.22%
"Fulton County, Kentucky","5,855","1,604",472,27.40%,8.06%,"2,439",512,41.66%,8.74%,"1,812",464,30.95%,7.92%
"Major County, Oklahoma","7,576","1,990",468,26.27%,6.18%,"3,913",518,51.65%,6.84%,"1,673",447,22.08%,5.90%
"Ferry County, Washington","7,486","1,681",468,22.46%,6.25%,"3,468",549,46.33%,7.33%,"2,337",482,31.22%,6.44%
"Allendale County, South Carolina","6,597","1,537",467,23.30%,7.08%,"3,010",537,45.63%,8.14%,"2,050",506,31.07%,7.67%
"Valley County, Montana","7,440","2,423",465,32.57%,6.25%,"3,402",506,45.73%,6.80%,"1,615",425,21.71%,5.71%
"Cherry County, Nebraska","5,484","1,480",465,26.99%,8.48%,"2,678",478,48.83%,8.72%,"1,326",390,24.18%,7.11%
"Liberty County, Florida","6,215","1,972",464,31.73%,7.47%,"2,772",489,44.60%,7.87%,"1,471",406,23.67%,6.53%
"Adair County, Iowa","7,389","2,957",464,40.02%,6.28%,"2,710",470,36.68%,6.36%,"1,722",383,23.30%,5.18%
"Worth County, Iowa","7,295","3,152",463,43.21%,6.35%,"2,969",470,40.70%,6.44%,"1,174",377,16.09%,5.17%
"Pendleton County, West Virginia","6,029","1,653",463,27.42%,7.68%,"3,063",499,50.80%,8.28%,"1,313",441,21.78%,7.31%
"Greene County, Alabama","7,327","1,610",462,21.97%,6.31%,"3,001",534,40.96%,7.29%,"2,716",517,37.07%,7.06%
"Gentry County, Missouri","6,286","1,910",462,30.38%,7.35%,"2,763",465,43.95%,7.40%,"1,613",365,25.66%,5.81%
"Hutchinson County, South Dakota","7,357","3,311",462,45.00%,6.28%,"2,691",469,36.58%,6.37%,"1,355",382,18.42%,5.19%
"Forest County, Wisconsin","9,283","2,553",462,27.50%,4.98%,"4,368",487,47.05%,5.25%,"2,362",421,25.44%,4.54%
"Mitchell County, Kansas","5,719","1,996",461,34.90%,8.06%,"2,529",468,44.22%,8.18%,"1,194",382,20.88%,6.68%
"Wabaunsee County, Kansas","6,968","2,109",461,30.27%,6.62%,"3,520",468,50.52%,6.72%,"1,339",375,19.22%,5.38%
"Jefferson County, Mississippi","6,656","2,160",460,32.45%,6.91%,"2,317",528,34.81%,7.93%,"2,179",507,32.74%,7.62%
"Delta County, Texas","5,520","1,425",460,25.82%,8.33%,"2,786",511,50.47%,9.26%,"1,309",445,23.71%,8.06%
"Lincoln County, Idaho","5,450","1,423",459,26.11%,8.42%,"2,779",496,50.99%,9.10%,"1,248",396,22.90%,7.27%
"Decatur County, Iowa","7,263","2,511",459,34.57%,6.32%,"3,165",465,43.58%,6.40%,"1,587",370,21.85%,5.09%
"Wheeler County, Georgia","5,026","1,026",457,20.41%,9.09%,"2,388",491,47.51%,9.77%,"1,612",430,32.07%,8.56%
"Pocahontas County, Iowa","6,972","2,312",456,33.16%,6.54%,"3,236",468,46.41%,6.71%,"1,424",386,20.42%,5.54%
"Grant County, Oregon","7,200","1,589",456,22.07%,6.33%,"3,622",514,50.31%,7.14%,"1,989",434,27.63%,6.03%
"Carter County, Missouri","5,303","1,347",455,25.40%,8.58%,"2,233",460,42.11%,8.67%,"1,723",361,32.49%,6.81%
"Osceola County, Iowa","5,978","2,188",454,36.60%,7.59%,"2,403",465,40.20%,7.78%,"1,387",378,23.20%,6.32%
"Wilkin County, Minnesota","6,299","2,621",454,41.61%,7.21%,"2,684",460,42.61%,7.30%,994,364,15.78%,5.78%
"Miller County, Georgia","5,747","2,128",453,37.03%,7.88%,"2,016",489,35.08%,8.51%,"1,603",428,27.89%,7.45%
"Chariton County, Missouri","7,380","2,772",453,37.56%,6.14%,"2,864",462,38.81%,6.26%,"1,744",384,23.63%,5.20%
"Knox County, Nebraska","8,295","3,021",453,36.42%,5.46%,"3,507",475,42.28%,5.73%,"1,767",407,21.30%,4.91%
"Lincoln County, Nevada","4,259","1,083",453,25.43%,10.64%,"1,749",489,41.07%,11.48%,"1,427",397,33.51%,9.32%
"Nome Census Area, Alaska","9,622","1,203",452,12.50%,4.70%,"3,708",577,38.54%,6.00%,"4,711",534,48.96%,5.55%
"Rosebud County, Montana","8,148","1,923",451,23.60%,5.54%,"3,381",538,41.49%,6.60%,"2,844",470,34.90%,5.77%
"Wahkiakum County, Washington","4,762",691,451,14.51%,9.47%,"2,866",516,60.18%,10.84%,"1,205",442,25.30%,9.28%
"Ottawa County, Kansas","5,766","2,121",449,36.78%,7.79%,"2,434",454,42.21%,7.87%,"1,211",363,21.00%,6.30%
"Hickman County, Kentucky","4,447","1,267",449,28.49%,10.10%,"1,834",481,41.24%,10.82%,"1,346",437,30.27%,9.83%
"Oscoda County, Michigan","8,545","2,048",448,23.97%,5.24%,"4,020",468,47.05%,5.48%,"2,477",402,28.99%,4.70%
"Dallas County, Arkansas","6,052","1,625",447,26.85%,7.39%,"2,576",523,42.56%,8.64%,"1,851",494,30.58%,8.16%
"Yellow Medicine County, Minnesota","9,444","3,876",446,41.04%,4.72%,"3,702",457,39.20%,4.84%,"1,866",372,19.76%,3.94%
"Ida County, Iowa","6,829","2,533",445,37.09%,6.52%,"2,885",451,42.25%,6.60%,"1,411",368,20.66%,5.39%
"Reynolds County, Missouri","5,884","1,916",444,32.56%,7.55%,"2,554",449,43.41%,7.63%,"1,414",365,24.03%,6.20%
"Storey County, Nevada","4,177","1,288",443,30.84%,10.61%,"2,116",492,50.66%,11.78%,773,418,18.51%,10.01%
"Pepin County, Wisconsin","7,441","2,932",443,39.40%,5.95%,"2,995",453,40.25%,6.09%,"1,514",373,20.35%,5.01%
"Wilcox County, Georgia","6,979","1,709",441,24.49%,6.32%,"3,439",477,49.28%,6.83%,"1,831",427,26.24%,6.12%
"Wirt County, West Virginia","5,000","1,619",440,32.38%,8.80%,"2,185",460,43.70%,9.20%,"1,196",382,23.92%,7.64%
"Clearwater County, Minnesota","8,630","2,811",438,32.57%,5.08%,"4,113",449,47.66%,5.20%,"1,706",369,19.77%,4.28%
"Moody County, South Dakota","6,450","2,165",438,33.57%,6.79%,"2,877",456,44.60%,7.07%,"1,408",378,21.83%,5.86%
"Woodruff County, Arkansas","5,940","1,792",437,30.17%,7.36%,"2,197",491,36.99%,8.27%,"1,951",448,32.85%,7.54%
"Pickett County, Tennessee","5,128","1,457",436,28.41%,8.50%,"2,227",468,43.43%,9.13%,"1,444",422,28.16%,8.23%
"Pocahontas County, West Virginia","7,540","2,172",433,28.81%,5.74%,"3,362",462,44.59%,6.13%,"2,006",400,26.60%,5.31%
"Custer County, Colorado","5,530","1,758",432,31.79%,7.81%,"2,870",478,51.90%,8.64%,902,405,16.31%,7.32%
"Hamlin County, South Dakota","6,451","3,041",432,47.14%,6.70%,"2,496",434,38.69%,6.73%,914,332,14.17%,5.15%
"Burt County, Nebraska","6,727","2,881",431,42.83%,6.41%,"2,571",440,38.22%,6.54%,"1,275",360,18.95%,5.35%
"Blaine County, Oklahoma","8,530","2,351",431,27.56%,5.05%,"4,250",483,49.82%,5.66%,"1,929",421,22.61%,4.94%
"Hartley County, Texas","4,338","1,888",431,43.52%,9.94%,"1,797",482,41.42%,11.11%,653,415,15.05%,9.57%
"Mineral County, Nevada","4,503",925,429,20.54%,9.53%,"2,470",480,54.85%,10.66%,"1,108",410,24.61%,9.11%
"Tucker County, West Virginia","6,552","2,027",427,30.94%,6.52%,"2,900",452,44.26%,6.90%,"1,625",387,24.80%,5.91%
"Monroe County, Arkansas","6,483","1,519",426,23.43%,6.57%,"2,921",494,45.06%,7.62%,"2,043",463,31.51%,7.14%
"Pondera County, Montana","6,123","1,587",426,25.92%,6.96%,"2,513",468,41.04%,7.64%,"2,023",395,33.04%,6.45%
"Traill County, North Dakota","7,726","3,249",426,42.05%,5.51%,"3,281",432,42.47%,5.59%,"1,196",348,15.48%,4.50%
"Wayne County, Iowa","6,547","2,011",424,30.72%,6.48%,"2,829",428,43.21%,6.54%,"1,707",336,26.07%,5.13%
"Bottineau County, North Dakota","6,217","2,224",423,35.77%,6.80%,"2,715",437,43.67%,7.03%,"1,278",365,20.56%,5.87%
"Morris County, Kansas","5,334","1,817",420,34.06%,7.87%,"2,040",431,38.25%,8.08%,"1,477",356,27.69%,6.67%
"Gray County, Kansas","5,743","1,999",418,34.81%,7.28%,"2,509",424,43.69%,7.38%,"1,235",332,21.50%,5.78%
"Garfield County, Utah","5,217","1,284",417,24.61%,7.99%,"2,687",451,51.50%,8.64%,"1,246",367,23.88%,7.03%
"Putnam County, Missouri","4,638","1,303",416,28.09%,8.97%,"2,142",422,46.18%,9.10%,"1,193",342,25.72%,7.37%
"Marshall County, South Dakota","4,384","1,814",416,41.38%,9.49%,"1,612",431,36.77%,9.83%,958,357,21.85%,8.14%
"Fremont County, Iowa","6,448","2,732",415,42.37%,6.44%,"2,455",423,38.07%,6.56%,"1,261",346,19.56%,5.37%
"Greenwood County, Kansas","5,852","1,838",415,31.41%,7.09%,"2,771",425,47.35%,7.26%,"1,243",351,21.24%,6.00%
"La Salle County, Texas","5,145",749,415,14.56%,8.07%,"2,105",521,40.91%,10.13%,"2,291",479,44.53%,9.31%
"Murray County, Minnesota","8,049","3,206",414,39.83%,5.14%,"3,135",427,38.95%,5.31%,"1,708",352,21.22%,4.37%
"Musselshell County, Montana","5,305","1,399",414,26.37%,7.80%,"2,482",449,46.79%,8.46%,"1,424",366,26.84%,6.90%
"Phillips County, Montana","4,249",893,414,21.02%,9.74%,"2,122",451,49.94%,10.61%,"1,234",377,29.04%,8.87%
"Bon Homme County, South Dakota","5,821","2,380",414,40.89%,7.11%,"2,437",422,41.87%,7.25%,"1,004",350,17.25%,6.01%
"Edwards County, Illinois","5,968","1,807",412,30.28%,6.90%,"2,461",419,41.24%,7.02%,"1,700",343,28.49%,5.75%
"Brule County, South Dakota","5,311","2,147",411,40.43%,7.74%,"1,935",429,36.43%,8.08%,"1,229",369,23.14%,6.95%
"Spink County, South Dakota","6,166","2,426",409,39.34%,6.63%,"2,773",417,44.97%,6.76%,967,346,15.68%,5.61%
"Morrill County, Nebraska","4,500","1,307",408,29.04%,9.07%,"2,105",421,46.78%,9.36%,"1,088",349,24.18%,7.76%
"Norton city, Virginia","3,492","1,215",408,34.79%,11.68%,"1,202",421,34.42%,12.06%,"1,075",339,30.78%,9.71%
"Audubon County, Iowa","5,531","2,484",406,44.91%,7.34%,"1,787",413,32.31%,7.47%,"1,260",338,22.78%,6.11%
"Lake County, Tennessee","4,744","1,312",406,27.66%,8.56%,"1,794",437,37.82%,9.21%,"1,638",398,34.53%,8.39%
"Lafayette County, Arkansas","6,088","1,356",404,22.27%,6.64%,"2,913",459,47.85%,7.54%,"1,819",422,29.88%,6.93%
"Talbot County, Georgia","5,718",983,404,17.19%,7.07%,"2,636",455,46.10%,7.96%,"2,099",421,36.71%,7.36%
"Ellsworth County, Kansas","5,452","2,180",404,39.99%,7.41%,"2,217",416,40.66%,7.63%,"1,055",361,19.35%,6.62%
"Scotland County, Missouri","4,671","1,506",403,32.24%,8.63%,"1,439",404,30.81%,8.65%,"1,726",312,36.95%,6.68%
"Fillmore County, Nebraska","5,529","2,119",403,38.33%,7.29%,"2,536",410,45.87%,7.42%,874,337,15.81%,6.10%
"Warren County, Georgia","5,106","1,475",402,28.89%,7.87%,"1,741",450,34.10%,8.81%,"1,890",414,37.02%,8.11%
"Marshall County, Minnesota","8,810","3,661",402,41.56%,4.56%,"3,498",407,39.70%,4.62%,"1,651",323,18.74%,3.67%
"Pembina County, North Dakota","6,655","2,584",400,38.83%,6.01%,"2,491",414,37.43%,6.22%,"1,580",348,23.74%,5.23%
"Schley County, Georgia","4,526","1,573",399,34.75%,8.82%,"2,116",419,46.75%,9.26%,837,349,18.49%,7.71%
"Quitman County, Mississippi","5,477","1,130",399,20.63%,7.29%,"2,211",450,40.37%,8.22%,"2,136",428,39.00%,7.81%
"Mineral County, Montana","5,090","1,489",398,29.25%,7.82%,"2,357",434,46.31%,8.53%,"1,244",359,24.44%,7.05%
"Kearny County, Kansas","3,814","1,410",397,36.97%,10.41%,"1,757",412,46.07%,10.80%,647,330,16.96%,8.65%
"Henderson County, Illinois","6,085","1,819",393,29.89%,6.46%,"2,629",406,43.20%,6.67%,"1,637",346,26.90%,5.69%
"Cameron Parish, Louisiana","4,746","1,520",393,32.03%,8.28%,"2,145",423,45.20%,8.91%,"1,081",350,22.78%,7.37%
"Teton County, Montana","6,430","2,176",393,33.84%,6.11%,"3,027",423,47.08%,6.58%,"1,227",340,19.08%,5.29%
"Boone County, Nebraska","5,309","1,850",393,34.85%,7.40%,"2,236",401,42.12%,7.55%,"1,223",328,23.04%,6.18%
"McCook County, South Dakota","5,809","2,782",393,47.89%,6.77%,"2,166",396,37.29%,6.82%,861,314,14.82%,5.41%
"Ouray County, Colorado","5,176","1,234",391,23.84%,7.55%,"3,239",431,62.58%,8.33%,703,362,13.58%,6.99%
"East Carroll Parish, Louisiana","5,222",949,391,18.17%,7.49%,"2,104",467,40.29%,8.94%,"2,169",448,41.54%,8.58%
"Cotton County, Oklahoma","5,427","1,489",389,27.44%,7.17%,"2,704",429,49.82%,7.90%,"1,234",369,22.74%,6.80%
"Chouteau County, Montana","5,830","1,887",388,32.37%,6.66%,"2,472",443,42.40%,7.60%,"1,471",387,25.23%,6.64%
"Antelope County, Nebraska","6,278","2,786",388,44.38%,6.18%,"2,364",396,37.66%,6.31%,"1,128",319,17.97%,5.08%
"Clay County, Nebraska","6,108","2,371",388,38.82%,6.35%,"2,517",396,41.21%,6.48%,"1,220",317,19.97%,5.19%
"Jim Hogg County, Texas","4,689",927,388,19.77%,8.27%,"1,858",490,39.62%,10.45%,"1,904",452,40.61%,9.64%
"Essex County, Vermont","6,010","1,924",388,32.01%,6.46%,"3,002",399,49.95%,6.64%,"1,084",310,18.04%,5.16%
"Sullivan County, Missouri","5,797","2,051",387,35.38%,6.68%,"2,400",400,41.40%,6.90%,"1,346",327,23.22%,5.64%
"Guadalupe County, New Mexico","3,683","1,257",387,34.13%,10.51%,"1,279",451,34.73%,12.25%,"1,147",405,31.14%,11.00%
"Shelby County, Missouri","5,848","1,952",386,33.38%,6.60%,"2,702",390,46.20%,6.67%,"1,194",314,20.42%,5.37%
"Dixon County, Nebraska","5,484","2,253",386,41.08%,7.04%,"2,299",399,41.92%,7.28%,932,328,16.99%,5.98%
"Bent County, Colorado","4,332","1,438",385,33.19%,8.89%,"2,075",425,47.90%,9.81%,819,358,18.91%,8.26%
"Hot Springs County, Wyoming","4,645","1,746",385,37.59%,8.29%,"1,648",422,35.48%,9.09%,"1,251",354,26.93%,7.62%
"Thurston County, Nebraska","6,511","1,967",384,30.21%,5.90%,"2,865",448,44.00%,6.88%,"1,679",411,25.79%,6.31%
"Harper County, Kansas","5,435","1,609",383,29.60%,7.05%,"2,528",393,46.51%,7.23%,"1,298",322,23.88%,5.92%
"Chase County, Nebraska","3,724","1,645",383,44.17%,10.28%,"1,425",397,38.27%,10.66%,654,334,17.56%,8.97%
"Furnas County, Nebraska","4,554","1,909",383,41.92%,8.41%,"1,458",392,32.02%,8.61%,"1,187",321,26.06%,7.05%
"Luce County, Michigan","5,259","1,522",382,28.94%,7.26%,"2,271",401,43.18%,7.63%,"1,466",348,27.88%,6.62%
"Adams County, Idaho","4,874","1,187",381,24.35%,7.82%,"2,482",422,50.92%,8.66%,"1,205",355,24.72%,7.28%
"Putnam County, Illinois","5,560","2,145",381,38.58%,6.85%,"2,246",390,40.40%,7.01%,"1,169",322,21.03%,5.79%
"Cook County, Minnesota","5,639","1,749",381,31.02%,6.76%,"2,489",404,44.14%,7.16%,"1,401",353,24.84%,6.26%
"Lynn County, Texas","5,723","1,757",381,30.70%,6.66%,"2,467",433,43.11%,7.57%,"1,499",373,26.19%,6.52%
"Sierra County, California","3,200",847,380,26.47%,11.88%,"1,512",440,47.25%,13.75%,841,383,26.28%,11.97%
"Owsley County, Kentucky","4,001",876,380,21.89%,9.50%,"1,971",398,49.26%,9.95%,"1,154",345,28.84%,8.62%
"Tillman County, Oklahoma","6,814","1,692",380,24.83%,5.58%,"3,392",436,49.78%,6.40%,"1,730",388,25.39%,5.69%
"Hansford County, Texas","5,068","1,075",380,21.21%,7.50%,"2,830",443,55.84%,8.74%,"1,163",389,22.95%,7.68%
"Charles City County, Virginia","6,610","1,950",380,29.50%,5.75%,"2,868",419,43.39%,6.34%,"1,792",386,27.11%,5.84%
"Washington County, Kansas","5,504","2,575",379,46.78%,6.89%,"1,845",385,33.52%,6.99%,"1,084",311,19.69%,5.65%
"Columbia County, Washington","4,053","1,448",379,35.73%,9.35%,"1,636",428,40.37%,10.56%,969,364,23.91%,8.98%
"Aleutians West Census Area, Alaska","5,160","1,242",377,24.07%,7.31%,"2,916",413,56.51%,8.00%,"1,002",315,19.42%,6.10%
"Taylor County, Iowa","5,916","1,927",377,32.57%,6.37%,"2,527",385,42.71%,6.51%,"1,462",310,24.71%,5.24%
"Atchison County, Missouri","5,104","1,763",376,34.54%,7.37%,"2,140",382,41.93%,7.48%,"1,201",311,23.53%,6.09%
"Polk County, Nebraska","5,227","2,051",376,39.24%,7.19%,"2,364",383,45.23%,7.33%,812,314,15.53%,6.01%
"Stark County, Illinois","5,217","2,226",375,42.67%,7.19%,"1,988",383,38.11%,7.34%,"1,003",322,19.23%,6.17%
"Grant County, Minnesota","6,139","2,301",375,37.48%,6.11%,"2,806",381,45.71%,6.21%,"1,032",305,16.81%,4.97%
"Clark County, South Dakota","3,948","1,433",375,36.30%,9.50%,"1,808",380,45.80%,9.63%,707,300,17.91%,7.60%
"Calhoun County, Arkansas","4,492","1,545",373,34.39%,8.30%,"2,100",410,46.75%,9.13%,847,360,18.86%,8.01%
"Brown County, Illinois","4,673","1,798",373,38.48%,7.98%,"1,886",378,40.36%,8.09%,989,312,21.16%,6.68%
"Ransom County, North Dakota","5,603","2,188",372,39.05%,6.64%,"2,336",375,41.69%,6.69%,"1,079",308,19.26%,5.50%
"Kingsbury County, South Dakota","5,276","2,239",372,42.44%,7.05%,"2,191",377,41.53%,7.15%,846,306,16.03%,5.80%
"Garza County, Texas","4,091","1,179",372,28.82%,9.09%,"1,707",432,41.73%,10.56%,"1,205",385,29.45%,9.41%
"Tyrrell County, North Carolina","3,252",827,371,25.43%,11.41%,"1,256",404,38.62%,12.42%,"1,169",357,35.95%,10.98%
"Dunn County, North Dakota","4,019","1,537",371,38.24%,9.23%,"1,578",381,39.26%,9.48%,904,312,22.49%,7.76%
"Lincoln County, Colorado","4,678","1,627",369,34.78%,7.89%,"2,146",395,45.87%,8.44%,905,315,19.35%,6.73%
"Kimble County, Texas","4,430",704,369,15.89%,8.33%,"2,193",429,49.50%,9.68%,"1,533",389,34.60%,8.78%
"Greer County, Oklahoma","4,630","1,545",368,33.37%,7.95%,"1,751",409,37.82%,8.83%,"1,334",354,28.81%,7.65%
"Stanley County, South Dakota","3,043","1,180",368,38.78%,12.09%,"1,287",376,42.29%,12.36%,576,305,18.93%,10.02%
"Union County, New Mexico","3,548",833,367,23.48%,10.34%,"1,637",409,46.14%,11.53%,"1,078",351,30.38%,9.89%
"Day County, South Dakota","5,447","1,430",367,26.25%,6.74%,"2,569",386,47.16%,7.09%,"1,448",333,26.58%,6.11%
"Mason County, Texas","3,930",732,367,18.63%,9.34%,"1,879",434,47.81%,11.04%,"1,319",398,33.56%,10.13%
"Floyd County, Texas","5,090","1,293",366,25.40%,7.19%,"2,439",439,47.92%,8.62%,"1,358",396,26.68%,7.78%
"Haskell County, Kansas","3,625","1,350",364,37.24%,10.04%,"1,564",373,43.14%,10.29%,711,293,19.61%,8.08%
"Sweet Grass County, Montana","3,763","1,374",363,36.51%,9.65%,"1,768",394,46.98%,10.47%,621,325,16.50%,8.64%
"Phillips County, Colorado","4,476","1,638",362,36.60%,8.09%,"2,010",394,44.91%,8.80%,828,324,18.50%,7.24%
"Hardeman County, Texas","3,490",607,362,17.39%,10.37%,"1,565",413,44.84%,11.83%,"1,318",366,37.77%,10.49%
"Wheeler County, Texas","4,795",917,362,19.12%,7.55%,"2,505",411,52.24%,8.57%,"1,373",363,28.63%,7.57%
"Rooks County, Kansas","4,643","1,759",359,37.88%,7.73%,"2,093",366,45.08%,7.88%,791,297,17.04%,6.40%
"San Saba County, Texas","5,196",955,359,18.38%,6.91%,"2,975",420,57.26%,8.08%,"1,266",379,24.36%,7.29%
"McHenry County, North Dakota","5,131","1,894",358,36.91%,6.98%,"2,432",363,47.40%,7.07%,805,291,15.69%,5.67%
"Lac qui Parle County, Minnesota","6,628","2,485",357,37.49%,5.39%,"2,741",366,41.35%,5.52%,"1,402",303,21.15%,4.57%
"Pulaski County, Illinois","4,772","1,218",356,25.52%,7.46%,"2,197",369,46.04%,7.73%,"1,357",321,28.44%,6.73%
"Phillips County, Kansas","4,758","1,697",355,35.67%,7.46%,"1,795",363,37.73%,7.63%,"1,266",298,26.61%,6.26%
"Benson County, North Dakota","5,711","1,601",355,28.03%,6.22%,"2,259",423,39.56%,7.41%,"1,851",386,32.41%,6.76%
"Haskell County, Texas","4,920","1,554",355,31.59%,7.22%,"2,153",405,43.76%,8.23%,"1,213",360,24.65%,7.32%
"Iron County, Wisconsin","6,228","2,011",355,32.29%,5.70%,"2,564",375,41.17%,6.02%,"1,653",331,26.54%,5.31%
"Scott County, Illinois","4,710","2,091",354,44.39%,7.52%,"1,875",359,39.81%,7.62%,744,295,15.80%,6.26%
"Crockett County, Texas","2,843",612,353,21.53%,12.42%,"1,599",429,56.24%,15.09%,632,393,22.23%,13.82%
